filename,speaker
add_vip/Walter_Carlson/audio_1.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_2.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_3.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_4.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_5.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_6.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_7.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_8.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_9.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_10.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_11.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_12.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_13.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_14.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_15.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_16.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_17.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_18.wav,Walter_Carlson
add_vip/Walter_Carlson/audio_19.wav,Walter_Carlson
vip/Jim_Gaffigan/00455.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00020.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00039.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00342.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00007.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00026.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00445.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00036.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00398.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00100.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00024.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00029.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00323.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00374.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00389.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00061.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00377.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00047.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00335.wav,Jim_Gaffigan
vip/Jim_Gaffigan/00001.wav,Jim_Gaffigan
vip/Aishwarya_Rai_Bachchan/00457.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00033.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00088.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00267.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00298.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00239.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00254.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00490.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00113.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00287.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00309.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00061.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00199.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00134.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00391.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00232.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00075.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00065.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00032.wav,Aishwarya_Rai_Bachchan
vip/Aishwarya_Rai_Bachchan/00384.wav,Aishwarya_Rai_Bachchan
vip/Liza_Minnelli/00087.wav,Liza_Minnelli
vip/Liza_Minnelli/00071.wav,Liza_Minnelli
vip/Liza_Minnelli/00281.wav,Liza_Minnelli
vip/Liza_Minnelli/00166.wav,Liza_Minnelli
vip/Liza_Minnelli/00181.wav,Liza_Minnelli
vip/Liza_Minnelli/00122.wav,Liza_Minnelli
vip/Liza_Minnelli/00226.wav,Liza_Minnelli
vip/Liza_Minnelli/00245.wav,Liza_Minnelli
vip/Liza_Minnelli/00249.wav,Liza_Minnelli
vip/Liza_Minnelli/00261.wav,Liza_Minnelli
vip/Liza_Minnelli/00023.wav,Liza_Minnelli
vip/Liza_Minnelli/00161.wav,Liza_Minnelli
vip/Liza_Minnelli/00252.wav,Liza_Minnelli
vip/Liza_Minnelli/00091.wav,Liza_Minnelli
vip/Liza_Minnelli/00159.wav,Liza_Minnelli
vip/Liza_Minnelli/00012.wav,Liza_Minnelli
vip/Liza_Minnelli/00182.wav,Liza_Minnelli
vip/Liza_Minnelli/00083.wav,Liza_Minnelli
vip/Liza_Minnelli/00203.wav,Liza_Minnelli
vip/Liza_Minnelli/00156.wav,Liza_Minnelli
vip/Liam_Neeson/00229.wav,Liam_Neeson
vip/Liam_Neeson/00499.wav,Liam_Neeson
vip/Liam_Neeson/00124.wav,Liam_Neeson
vip/Liam_Neeson/00034.wav,Liam_Neeson
vip/Liam_Neeson/00357.wav,Liam_Neeson
vip/Liam_Neeson/00319.wav,Liam_Neeson
vip/Liam_Neeson/00311.wav,Liam_Neeson
vip/Liam_Neeson/00296.wav,Liam_Neeson
vip/Liam_Neeson/00003.wav,Liam_Neeson
vip/Liam_Neeson/00276.wav,Liam_Neeson
vip/Liam_Neeson/00186.wav,Liam_Neeson
vip/Liam_Neeson/00234.wav,Liam_Neeson
vip/Liam_Neeson/00016.wav,Liam_Neeson
vip/Liam_Neeson/00436.wav,Liam_Neeson
vip/Liam_Neeson/00371.wav,Liam_Neeson
vip/Liam_Neeson/00228.wav,Liam_Neeson
vip/Liam_Neeson/00374.wav,Liam_Neeson
vip/Liam_Neeson/00188.wav,Liam_Neeson
vip/Liam_Neeson/00393.wav,Liam_Neeson
vip/Liam_Neeson/00163.wav,Liam_Neeson
vip/Katie_Holmes/00195.wav,Katie_Holmes
vip/Katie_Holmes/00005.wav,Katie_Holmes
vip/Katie_Holmes/00027.wav,Katie_Holmes
vip/Katie_Holmes/00018.wav,Katie_Holmes
vip/Katie_Holmes/00021.wav,Katie_Holmes
vip/Katie_Holmes/00205.wav,Katie_Holmes
vip/Katie_Holmes/00149.wav,Katie_Holmes
vip/Katie_Holmes/00177.wav,Katie_Holmes
vip/Katie_Holmes/00184.wav,Katie_Holmes
vip/Katie_Holmes/00223.wav,Katie_Holmes
vip/Katie_Holmes/00137.wav,Katie_Holmes
vip/Katie_Holmes/00176.wav,Katie_Holmes
vip/Katie_Holmes/00024.wav,Katie_Holmes
vip/Katie_Holmes/00008.wav,Katie_Holmes
vip/Katie_Holmes/00224.wav,Katie_Holmes
vip/Katie_Holmes/00110.wav,Katie_Holmes
vip/Katie_Holmes/00052.wav,Katie_Holmes
vip/Katie_Holmes/00207.wav,Katie_Holmes
vip/Katie_Holmes/00222.wav,Katie_Holmes
vip/Katie_Holmes/00188.wav,Katie_Holmes
vip/Leonardo_DiCaprio/00406.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00351.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00039.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00496.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00442.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00295.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00317.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00241.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00132.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00184.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00416.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00457.wav,Leonardo_DiCaprio
